,label,text,text_clean,text_tokens,text_tokens_lemma,word_count,noun_count,verb_count,adj_count,adv_count,pron_count
1092,ham,r meeting,r meeting,"['r', 'meeting']","['r', 'meeting']",16,2,0,0,0,0
1093,ham,well weather cali great complexity great need car move freely tax outrageous great place sad part missing home,well weather calis great complexities great need car move freely taxes outrageous great place sad part missing home,"['well', 'weather', 'calis', 'great', 'complexities', 'great', 'need', 'car', 'move', 'freely', 'taxes', 'outrageous', 'great', 'place', 'sad', 'part', 'missing', 'home']","['well', 'weather', 'cali', 'great', 'complexity', 'great', 'need', 'car', 'move', 'freely', 'tax', 'outrageous', 'great', 'place', 'sad', 'part', 'missing', 'home']",165,7,2,6,3,0
1094,ham,reached home tired come tomorro,reached home tired come tomorro,"['reached', 'home', 'tired', 'come', 'tomorro']","['reached', 'home', 'tired', 'come', 'tomorro']",47,2,2,1,0,0
1095,ham,ryder unsoldnow gibbs,ryder unsoldnow gibbs,"['ryder', 'unsoldnow', 'gibbs']","['ryder', 'unsoldnow', 'gibbs']",31,2,0,1,0,0
1096,spam,dear subscriber draw gift voucher b entered receipt correct an elvis presley birthday txt answer,dear subscriber draw gift voucher b entered receipt correct ans elvis presleys birthday txt answer,"['dear', 'subscriber', 'draw', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'ans', 'elvis', 'presleys', 'birthday', 'txt', 'answer']","['dear', 'subscriber', 'draw', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'an', 'elvis', 'presley', 'birthday', 'txt', 'answer']",142,8,3,3,0,0
1097,ham,dont fret buy ovulation test strip send wont get til like march send postal addressull alrightokay,dont fret buy ovulation test strips send wont get til like march send postal addressull alrightokay,"['dont', 'fret', 'buy', 'ovulation', 'test', 'strips', 'send', 'wont', 'get', 'til', 'like', 'march', 'send', 'postal', 'addressull', 'alrightokay']","['dont', 'fret', 'buy', 'ovulation', 'test', 'strip', 'send', 'wont', 'get', 'til', 'like', 'march', 'send', 'postal', 'addressull', 'alrightokay']",147,9,3,3,0,0
1098,ham,gift trying get throw cliff something,gifts trying get throw cliff something,"['gifts', 'trying', 'get', 'throw', 'cliff', 'something']","['gift', 'trying', 'get', 'throw', 'cliff', 'something']",56,3,2,1,0,0
1099,ham,ne thing interesting good birthday wrking nxt started uni today,ne thing interesting good birthday wrking nxt started uni today,"['ne', 'thing', 'interesting', 'good', 'birthday', 'wrking', 'nxt', 'started', 'uni', 'today']","['ne', 'thing', 'interesting', 'good', 'birthday', 'wrking', 'nxt', 'started', 'uni', 'today']",94,3,3,3,1,0
1100,ham,busy come point figure tomorrow,busy come point figure tomorrow,"['busy', 'come', 'point', 'figure', 'tomorrow']","['busy', 'come', 'point', 'figure', 'tomorrow']",47,3,1,1,0,0
1101,ham,yeah go bored depressed sittin waitin phone ring hope wind drop though scary,yeah go bored depressed sittin waitin phone ring hope wind drops though scary,"['yeah', 'go', 'bored', 'depressed', 'sittin', 'waitin', 'phone', 'ring', 'hope', 'wind', 'drops', 'though', 'scary']","['yeah', 'go', 'bored', 'depressed', 'sittin', 'waitin', 'phone', 'ring', 'hope', 'wind', 'drop', 'though', 'scary']",116,5,3,2,1,0
1102,ham,black shirt n blue jean thk c,black shirt n blue jeans thk c,"['black', 'shirt', 'n', 'blue', 'jeans', 'thk', 'c']","['black', 'shirt', 'n', 'blue', 'jean', 'thk', 'c']",51,4,0,3,0,0
1103,ham,aiyah sorry lor watch tv watch forgot check phone,aiyah sorry lor watch tv watch forgot check phone,"['aiyah', 'sorry', 'lor', 'watch', 'tv', 'watch', 'forgot', 'check', 'phone']","['aiyah', 'sorry', 'lor', 'watch', 'tv', 'watch', 'forgot', 'check', 'phone']",77,6,2,1,0,0
1104,spam,message important information user today lucky day find log onto fantastic surprise awaiting,message important information user today lucky day find log onto fantastic surprise awaiting,"['message', 'important', 'information', 'user', 'today', 'lucky', 'day', 'find', 'log', 'onto', 'fantastic', 'surprise', 'awaiting']","['message', 'important', 'information', 'user', 'today', 'lucky', 'day', 'find', 'log', 'onto', 'fantastic', 'surprise', 'awaiting']",132,8,1,3,0,0
1105,ham,hen night going swing,hen night going swing,"['hen', 'night', 'going', 'swing']","['hen', 'night', 'going', 'swing']",34,2,2,0,0,0
1106,ham,good afternoon love go day woke early online waiting hmmm italian boy online see grin,good afternoon love goes day woke early online waiting hmmm italian boy online see grins,"['good', 'afternoon', 'love', 'goes', 'day', 'woke', 'early', 'online', 'waiting', 'hmmm', 'italian', 'boy', 'online', 'see', 'grins']","['good', 'afternoon', 'love', 'go', 'day', 'woke', 'early', 'online', 'waiting', 'hmmm', 'italian', 'boy', 'online', 'see', 'grin']",131,7,4,4,0,0
1107,ham,someone smoke every time ive smoked last two week calling texting wanted smoke,someone smoke every time ive smoked last two weeks calling texting wanted smoke,"['someone', 'smoke', 'every', 'time', 'ive', 'smoked', 'last', 'two', 'weeks', 'calling', 'texting', 'wanted', 'smoke']","['someone', 'smoke', 'every', 'time', 'ive', 'smoked', 'last', 'two', 'week', 'calling', 'texting', 'wanted', 'smoke']",118,4,5,2,0,0
1108,ham,youll get headache trying figure trust math promise,youll get headache trying figure trust math promise,"['youll', 'get', 'headache', 'trying', 'figure', 'trust', 'math', 'promise']","['youll', 'get', 'headache', 'trying', 'figure', 'trust', 'math', 'promise']",76,7,1,0,0,0
1109,ham,sfirst timedhoni rock,sfirst timedhoni rocks,"['sfirst', 'timedhoni', 'rocks']","['sfirst', 'timedhoni', 'rock']",31,2,0,1,0,0
1110,ham,tell company,tell company,"['tell', 'company']","['tell', 'company']",19,2,0,0,0,0
1111,ham,awesome think get th usf time tonight,awesome think get th usf time tonight,"['awesome', 'think', 'get', 'th', 'usf', 'time', 'tonight']","['awesome', 'think', 'get', 'th', 'usf', 'time', 'tonight']",59,2,2,3,0,0
1112,ham,mean still think teju,means still think teju,"['means', 'still', 'think', 'teju']","['mean', 'still', 'think', 'teju']",34,2,1,0,1,0
1113,ham,good movie leave hourish,good movie leave hourish,"['good', 'movie', 'leave', 'hourish']","['good', 'movie', 'leave', 'hourish']",37,2,1,1,0,0
1114,ham,nothis kallis home groundamla home town durban,nothis kallis home groundamla home town durban,"['nothis', 'kallis', 'home', 'groundamla', 'home', 'town', 'durban']","['nothis', 'kallis', 'home', 'groundamla', 'home', 'town', 'durban']",68,6,1,0,0,0
1115,ham,let make saturday monday per convenience,lets make saturday monday per convenience,"['lets', 'make', 'saturday', 'monday', 'per', 'convenience']","['let', 'make', 'saturday', 'monday', 'per', 'convenience']",59,1,2,2,0,0
1116,ham,hey time driving fri go evaluation fri,hey time driving fri go evaluation fri,"['hey', 'time', 'driving', 'fri', 'go', 'evaluation', 'fri']","['hey', 'time', 'driving', 'fri', 'go', 'evaluation', 'fri']",60,5,2,0,0,0
1117,spam,price claim call,price claim call,"['price', 'claim', 'call']","['price', 'claim', 'call']",26,3,0,0,0,0
1118,ham,going lunch wif family aft dat go str orchard lor,going lunch wif family aft dat go str orchard lor,"['going', 'lunch', 'wif', 'family', 'aft', 'dat', 'go', 'str', 'orchard', 'lor']","['going', 'lunch', 'wif', 'family', 'aft', 'dat', 'go', 'str', 'orchard', 'lor']",80,5,3,0,2,0
1119,spam,bored speed dating try speedchat txt speedchat dont like em txt swap get new chatter chat poboxwwq pmsg rcd,bored speed dating try speedchat txt speedchat dont like em txt swap get new chatter chat poboxwwq pmsg rcd,"['bored', 'speed', 'dating', 'try', 'speedchat', 'txt', 'speedchat', 'dont', 'like', 'em', 'txt', 'swap', 'get', 'new', 'chatter', 'chat', 'poboxwwq', 'pmsg', 'rcd']","['bored', 'speed', 'dating', 'try', 'speedchat', 'txt', 'speedchat', 'dont', 'like', 'em', 'txt', 'swap', 'get', 'new', 'chatter', 'chat', 'poboxwwq', 'pmsg', 'rcd']",165,7,7,1,1,2
1120,ham,cancel cheyyamoand get money back,cancel cheyyamoand get money back,"['cancel', 'cheyyamoand', 'get', 'money', 'back']","['cancel', 'cheyyamoand', 'get', 'money', 'back']",49,3,1,0,1,0
1121,spam,want anytime network min text new video phone five pound per week call reply delivery tomorrow,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow,"['want', 'anytime', 'network', 'mins', 'text', 'new', 'video', 'phone', 'five', 'pounds', 'per', 'week', 'call', 'reply', 'delivery', 'tomorrow']","['want', 'anytime', 'network', 'min', 'text', 'new', 'video', 'phone', 'five', 'pound', 'per', 'week', 'call', 'reply', 'delivery', 'tomorrow']",143,13,0,1,0,0
1122,ham,okok okthenwhats today plan,okok okthenwhats todays plan,"['okok', 'okthenwhats', 'todays', 'plan']","['okok', 'okthenwhats', 'today', 'plan']",40,4,0,0,0,0
1123,ham,good morning princess,good morning princess,"['good', 'morning', 'princess']","['good', 'morning', 'princess']",31,2,0,1,0,0
1124,ham,aiyar sorry lor forgot tell,aiyar sorry lor forgot tell,"['aiyar', 'sorry', 'lor', 'forgot', 'tell']","['aiyar', 'sorry', 'lor', 'forgot', 'tell']",43,4,1,0,0,0
1125,spam,taking part mobile survey yesterday text use however wish get txts send txt tc wwwtxtcom p,taking part mobile survey yesterday texts use however wish get txts send txt tc wwwtxtcom p,"['taking', 'part', 'mobile', 'survey', 'yesterday', 'texts', 'use', 'however', 'wish', 'get', 'txts', 'send', 'txt', 'tc', 'wwwtxtcom', 'p']","['taking', 'part', 'mobile', 'survey', 'yesterday', 'text', 'use', 'however', 'wish', 'get', 'txts', 'send', 'txt', 'tc', 'wwwtxtcom', 'p']",139,11,2,2,1,0
1126,ham,tonight mate catching sleep new number way,tonight mate catching sleep new number way,"['tonight', 'mate', 'catching', 'sleep', 'new', 'number', 'way']","['tonight', 'mate', 'catching', 'sleep', 'new', 'number', 'way']",64,4,1,2,0,0
1127,ham,height oh shit situation guy throw luv letter gal fall brother head who gay,height oh shit situation guy throws luv letter gal falls brothers head whos gay,"['height', 'oh', 'shit', 'situation', 'guy', 'throws', 'luv', 'letter', 'gal', 'falls', 'brothers', 'head', 'whos', 'gay']","['height', 'oh', 'shit', 'situation', 'guy', 'throw', 'luv', 'letter', 'gal', 'fall', 'brother', 'head', 'who', 'gay']",118,7,3,2,0,1
1128,spam,hmv quiz cashbalance currently maximize cashin send hmv pmsg,hmv quiz cashbalance currently maximize cashin send hmv pmsg,"['hmv', 'quiz', 'cashbalance', 'currently', 'maximize', 'cashin', 'send', 'hmv', 'pmsg']","['hmv', 'quiz', 'cashbalance', 'currently', 'maximize', 'cashin', 'send', 'hmv', 'pmsg']",88,6,1,1,1,0
1129,ham,check error difficulty correction,check errors difficulties correction,"['check', 'errors', 'difficulties', 'correction']","['check', 'error', 'difficulty', 'correction']",46,4,0,0,0,0
1130,ham,howz painhope r fine,howz painhope r fine,"['howz', 'painhope', 'r', 'fine']","['howz', 'painhope', 'r', 'fine']",33,4,0,0,0,0
1131,ham,sorry call later,sorry call later,"['sorry', 'call', 'later']","['sorry', 'call', 'later']",26,2,0,0,1,0
1132,ham,good morning princess,good morning princess,"['good', 'morning', 'princess']","['good', 'morning', 'princess']",31,2,0,1,0,0
1133,ham,entered cabin pa happy bday bos felt special askd lunch lunch invited apartment went,entered cabin pa happy bday boss felt special askd lunch lunch invited apartment went,"['entered', 'cabin', 'pa', 'happy', 'bday', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invited', 'apartment', 'went']","['entered', 'cabin', 'pa', 'happy', 'bday', 'bos', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invited', 'apartment', 'went']",127,8,4,2,0,0
1134,ham,wake already thanx e tau sar piah quite nice,wake already thanx e tau sar piah quite nice,"['wake', 'already', 'thanx', 'e', 'tau', 'sar', 'piah', 'quite', 'nice']","['wake', 'already', 'thanx', 'e', 'tau', 'sar', 'piah', 'quite', 'nice']",72,2,2,3,2,0
1135,ham,k need login anything,k need login anything,"['k', 'need', 'login', 'anything']","['k', 'need', 'login', 'anything']",34,2,1,0,0,0
1136,spam,dont forget place many free request stchoicecouk wish information call,dont forget place many free requests stchoicecouk wish information call,"['dont', 'forget', 'place', 'many', 'free', 'requests', 'stchoicecouk', 'wish', 'information', 'call']","['dont', 'forget', 'place', 'many', 'free', 'request', 'stchoicecouk', 'wish', 'information', 'call']",101,6,1,3,0,0
1137,ham,lol busy,lol busy,"['lol', 'busy']","['lol', 'busy']",15,1,0,1,0,0
1138,ham,wearing,wearing,['wearing'],['wearing'],11,0,1,0,0,0
1139,ham,messagesome text missing sendername missing number missing sentdate missing missing lot thats everything missing sent via fullonsmscom,messagesome text missing sendername missing number missing sentdate missing missing lot thats everything missing sent via fullonsmscom,"['messagesome', 'text', 'missing', 'sendername', 'missing', 'number', 'missing', 'sentdate', 'missing', 'missing', 'lot', 'thats', 'everything', 'missing', 'sent', 'via', 'fullonsmscom']","['messagesome', 'text', 'missing', 'sendername', 'missing', 'number', 'missing', 'sentdate', 'missing', 'missing', 'lot', 'thats', 'everything', 'missing', 'sent', 'via', 'fullonsmscom']",186,7,7,2,0,0
1140,ham,ohas usual vijay film different,ohas usual vijay film different,"['ohas', 'usual', 'vijay', 'film', 'different']","['ohas', 'usual', 'vijay', 'film', 'different']",47,2,0,2,1,0
1141,spam,dont know dont know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year,dont know dont know send chat lets find pmsg rcvd hgsuitelandsrowwjhl ldn years,"['dont', 'know', 'dont', 'know', 'send', 'chat', 'lets', 'find', 'pmsg', 'rcvd', 'hgsuitelandsrowwjhl', 'ldn', 'years']","['dont', 'know', 'dont', 'know', 'send', 'chat', 'let', 'find', 'pmsg', 'rcvd', 'hgsuitelandsrowwjhl', 'ldn', 'year']",117,5,5,1,0,1
1142,ham,good day mine really busy much tomorrow night,good day mine really busy much tomorrow night,"['good', 'day', 'mine', 'really', 'busy', 'much', 'tomorrow', 'night']","['good', 'day', 'mine', 'really', 'busy', 'much', 'tomorrow', 'night']",70,3,1,2,2,0
1143,ham,way send shade stuff wonderful,way send shades stuff wonderful,"['way', 'send', 'shades', 'stuff', 'wonderful']","['way', 'send', 'shade', 'stuff', 'wonderful']",46,3,1,1,0,0
1144,ham,really tot paper ended long ago wat copied jus got use happy lar still haf study,really tot paper ended long ago wat copied jus got use happy lar still haf study,"['really', 'tot', 'paper', 'ended', 'long', 'ago', 'wat', 'copied', 'jus', 'got', 'use', 'happy', 'lar', 'still', 'haf', 'study']","['really', 'tot', 'paper', 'ended', 'long', 'ago', 'wat', 'copied', 'jus', 'got', 'use', 'happy', 'lar', 'still', 'haf', 'study']",129,4,4,3,5,0
1145,spam,thank winner notified sm good luck future marketing reply stop customer service,thank winner notified sms good luck future marketing reply stop customer services,"['thank', 'winner', 'notified', 'sms', 'good', 'luck', 'future', 'marketing', 'reply', 'stop', 'customer', 'services']","['thank', 'winner', 'notified', 'sm', 'good', 'luck', 'future', 'marketing', 'reply', 'stop', 'customer', 'service']",116,7,2,3,0,0
1146,ham,babe lost,babe lost,"['babe', 'lost']","['babe', 'lost']",16,1,1,0,0,0
1147,ham,help ask shes working tmr,help ask shes working tmr,"['help', 'ask', 'shes', 'working', 'tmr']","['help', 'ask', 'shes', 'working', 'tmr']",41,3,2,0,0,0
1148,ham,driving raining get caught e mrt station lor,driving raining get caught e mrt station lor,"['driving', 'raining', 'get', 'caught', 'e', 'mrt', 'station', 'lor']","['driving', 'raining', 'get', 'caught', 'e', 'mrt', 'station', 'lor']",69,2,4,1,1,0
1149,ham,drop tank,drop tank,"['drop', 'tank']","['drop', 'tank']",16,2,0,0,0,0
1150,ham,text one time,text one time,"['text', 'one', 'time']","['text', 'one', 'time']",23,1,0,0,0,0
1151,ham,sorry call later,sorry call later,"['sorry', 'call', 'later']","['sorry', 'call', 'later']",26,2,0,0,1,0
1152,ham,go change also,go change also,"['go', 'change', 'also']","['go', 'change', 'also']",24,1,1,0,1,0
1153,spam,girl many local r virgin r ready fil every sexual need fil text cute p,girls many local r virgins r ready fil every sexual need fil text cute p,"['girls', 'many', 'local', 'r', 'virgins', 'r', 'ready', 'fil', 'every', 'sexual', 'need', 'fil', 'text', 'cute', 'p']","['girl', 'many', 'local', 'r', 'virgin', 'r', 'ready', 'fil', 'every', 'sexual', 'need', 'fil', 'text', 'cute', 'p']",116,7,1,4,1,0
1154,ham,find sitter kaitlyn sick slept day yesterday,find sitter kaitlyn sick slept day yesterday,"['find', 'sitter', 'kaitlyn', 'sick', 'slept', 'day', 'yesterday']","['find', 'sitter', 'kaitlyn', 'sick', 'slept', 'day', 'yesterday']",66,5,1,1,0,0
1155,ham,sorry man accidentally left phone silent last night didnt check til got,sorry man accidentally left phone silent last night didnt check til got,"['sorry', 'man', 'accidentally', 'left', 'phone', 'silent', 'last', 'night', 'didnt', 'check', 'til', 'got']","['sorry', 'man', 'accidentally', 'left', 'phone', 'silent', 'last', 'night', 'didnt', 'check', 'til', 'got']",108,7,2,2,1,0
1156,ham,hey something came last min think wun signing tmr hee,hey something came last min think wun signing tmr hee,"['hey', 'something', 'came', 'last', 'min', 'think', 'wun', 'signing', 'tmr', 'hee']","['hey', 'something', 'came', 'last', 'min', 'think', 'wun', 'signing', 'tmr', 'hee']",84,5,3,1,0,0
1157,ham,he adult would learn experience there real danger dont like peep using drug dont need comment,hes adult would learn experience theres real danger dont like peeps using drugs dont need comment,"['hes', 'adult', 'would', 'learn', 'experience', 'theres', 'real', 'danger', 'dont', 'like', 'peeps', 'using', 'drugs', 'dont', 'need', 'comment']","['he', 'adult', 'would', 'learn', 'experience', 'there', 'real', 'danger', 'dont', 'like', 'peep', 'using', 'drug', 'dont', 'need', 'comment']",142,6,3,2,2,1
1158,ham,hey there veggie pizza,hey theres veggie pizza,"['hey', 'theres', 'veggie', 'pizza']","['hey', 'there', 'veggie', 'pizza']",35,2,1,0,0,0
1159,ham,yun buying school got offer plus,yun buying school got offer plus,"['yun', 'buying', 'school', 'got', 'offer', 'plus']","['yun', 'buying', 'school', 'got', 'offer', 'plus']",51,3,2,0,0,0
1160,ham,sure neighbor didnt pick,sure neighbors didnt pick,"['sure', 'neighbors', 'didnt', 'pick']","['sure', 'neighbor', 'didnt', 'pick']",37,3,0,1,0,0
1161,ham,k sent,k sent,"['k', 'sent']","['k', 'sent']",13,1,1,0,0,0
1162,spam,free entry wkly comp win fa cup final tkts st may text fa receive entry questionstd txt ratetcs apply over,free entry wkly comp win fa cup final tkts st may text fa receive entry questionstd txt ratetcs apply overs,"['free', 'entry', 'wkly', 'comp', 'win', 'fa', 'cup', 'final', 'tkts', 'st', 'may', 'text', 'fa', 'receive', 'entry', 'questionstd', 'txt', 'ratetcs', 'apply', 'overs']","['free', 'entry', 'wkly', 'comp', 'win', 'fa', 'cup', 'final', 'tkts', 'st', 'may', 'text', 'fa', 'receive', 'entry', 'questionstd', 'txt', 'ratetcs', 'apply', 'over']",167,10,3,5,0,0
1163,ham,new theory argument win situation loses person dont argue friend kick amp always correct,new theory argument wins situation loses person dont argue friends kick amp always correct,"['new', 'theory', 'argument', 'wins', 'situation', 'loses', 'person', 'dont', 'argue', 'friends', 'kick', 'amp', 'always', 'correct']","['new', 'theory', 'argument', 'win', 'situation', 'loses', 'person', 'dont', 'argue', 'friend', 'kick', 'amp', 'always', 'correct']",131,8,2,3,1,0
1164,ham,well computerless time make oreo truffle,well computerless time make oreo truffles,"['well', 'computerless', 'time', 'make', 'oreo', 'truffles']","['well', 'computerless', 'time', 'make', 'oreo', 'truffle']",59,3,1,1,1,0
1165,ham,haha yeah see sec,haha yeah see sec,"['haha', 'yeah', 'see', 'sec']","['haha', 'yeah', 'see', 'sec']",30,3,1,0,0,0
1166,ham,number sir,number sir,"['number', 'sir']","['number', 'sir']",17,2,0,0,0,0
1167,ham,lol hot air balloon,lol hot air balloon,"['lol', 'hot', 'air', 'balloon']","['lol', 'hot', 'air', 'balloon']",32,3,0,1,0,0
1168,ham,bus come soon come otherwise tomorrow,bus come soon come otherwise tomorrow,"['bus', 'come', 'soon', 'come', 'otherwise', 'tomorrow']","['bus', 'come', 'soon', 'come', 'otherwise', 'tomorrow']",56,2,1,1,2,0
1169,ham,msg r time passthey silently thinking right also making think least moment gd ntswt drms,msgs r time passthey silently thinking right also making think least moment gd ntswt drms,"['msgs', 'r', 'time', 'passthey', 'silently', 'thinking', 'right', 'also', 'making', 'think', 'least', 'moment', 'gd', 'ntswt', 'drms']","['msg', 'r', 'time', 'passthey', 'silently', 'thinking', 'right', 'also', 'making', 'think', 'least', 'moment', 'gd', 'ntswt', 'drms']",134,8,4,1,2,0
1170,ham,yeah probably swing roommate finish girl,yeah probably swing roommate finishes girl,"['yeah', 'probably', 'swing', 'roommate', 'finishes', 'girl']","['yeah', 'probably', 'swing', 'roommate', 'finish', 'girl']",59,2,2,1,1,0
1171,spam,got take take part wrc rally oz lucozade energy text rally le p see pack lucozadecoukwrc itcould,got takes take part wrc rally oz lucozade energy text rally le p see packs lucozadecoukwrc itcould,"['got', 'takes', 'take', 'part', 'wrc', 'rally', 'oz', 'lucozade', 'energy', 'text', 'rally', 'le', 'p', 'see', 'packs', 'lucozadecoukwrc', 'itcould']","['got', 'take', 'take', 'part', 'wrc', 'rally', 'oz', 'lucozade', 'energy', 'text', 'rally', 'le', 'p', 'see', 'pack', 'lucozadecoukwrc', 'itcould']",148,10,4,1,2,0
1172,ham,happy new year melody,happy new years melody,"['happy', 'new', 'years', 'melody']","['happy', 'new', 'year', 'melody']",34,2,0,2,0,0
1173,ham,dun need pick gf,dun need pick gf,"['dun', 'need', 'pick', 'gf']","['dun', 'need', 'pick', 'gf']",29,2,1,1,0,0
1174,ham,yay better told girl either,yay better told girls either,"['yay', 'better', 'told', 'girls', 'either']","['yay', 'better', 'told', 'girl', 'either']",43,1,1,0,2,0
1175,ham,horrible eat mac eat forgot abt already rite take long reply thk toot b b prepared wat shall eat,horrible eat macs eat forgot abt already rite take long reply thk toot b b prepared wat shall eat,"['horrible', 'eat', 'macs', 'eat', 'forgot', 'abt', 'already', 'rite', 'take', 'long', 'reply', 'thk', 'toot', 'b', 'b', 'prepared', 'wat', 'shall', 'eat']","['horrible', 'eat', 'mac', 'eat', 'forgot', 'abt', 'already', 'rite', 'take', 'long', 'reply', 'thk', 'toot', 'b', 'b', 'prepared', 'wat', 'shall', 'eat']",154,9,3,5,1,0
1176,ham,fantastic chance anything need bigger life lift losing live think would first person die n v q,fantastic chance anything need bigger life lift losing live think would first person die n v q,"['fantastic', 'chance', 'anything', 'need', 'bigger', 'life', 'lift', 'losing', 'live', 'think', 'would', 'first', 'person', 'die', 'n', 'v', 'q']","['fantastic', 'chance', 'anything', 'need', 'bigger', 'life', 'lift', 'losing', 'live', 'think', 'would', 'first', 'person', 'die', 'n', 'v', 'q']",146,8,3,5,0,0
1177,ham,nw came hme da,nw came hme da,"['nw', 'came', 'hme', 'da']","['nw', 'came', 'hme', 'da']",27,2,1,1,0,0
1178,ham,outside island head towards hard rock youll run,outside islands head towards hard rock youll run,"['outside', 'islands', 'head', 'towards', 'hard', 'rock', 'youll', 'run']","['outside', 'island', 'head', 'towards', 'hard', 'rock', 'youll', 'run']",72,6,0,2,0,0
1179,ham,day class class,day class class,"['day', 'class', 'class']","['day', 'class', 'class']",25,3,0,0,0,0
1180,ham,chennai velachery,chennai velachery,"['chennai', 'velachery']","['chennai', 'velachery']",24,2,0,0,0,0
1181,ham,flippin shit yet,flippin shit yet,"['flippin', 'shit', 'yet']","['flippin', 'shit', 'yet']",26,2,0,0,1,0
1182,ham,k give sec breaking ltgt cstore,k give sec breaking ltgt cstore,"['k', 'give', 'sec', 'breaking', 'ltgt', 'cstore']","['k', 'give', 'sec', 'breaking', 'ltgt', 'cstore']",50,4,2,0,0,0
1183,ham,much bad avoid like,much bad avoid like,"['much', 'bad', 'avoid', 'like']","['much', 'bad', 'avoid', 'like']",32,1,0,2,0,0
1184,ham,yo around got car back,yo around got car back,"['yo', 'around', 'got', 'car', 'back']","['yo', 'around', 'got', 'car', 'back']",38,2,1,0,2,0
1185,ham,annoying isnt,annoying isnt,"['annoying', 'isnt']","['annoying', 'isnt']",20,1,1,0,0,0
1186,ham,goodmorning today late ltgt min,goodmorning today late ltgt min,"['goodmorning', 'today', 'late', 'ltgt', 'min']","['goodmorning', 'today', 'late', 'ltgt', 'min']",47,3,1,1,0,0
1187,ham,there point hangin mr right he makin happy,theres point hangin mr right hes makin happy,"['theres', 'point', 'hangin', 'mr', 'right', 'hes', 'makin', 'happy']","['there', 'point', 'hangin', 'mr', 'right', 'he', 'makin', 'happy']",67,3,1,1,2,1
1188,ham,come alivebetter correct good looking figure,come alivebetter correct good looking figure,"['come', 'alivebetter', 'correct', 'good', 'looking', 'figure']","['come', 'alivebetter', 'correct', 'good', 'looking', 'figure']",63,3,2,1,0,0
1189,ham,case guess see campus lodge,case guess see campus lodge,"['case', 'guess', 'see', 'campus', 'lodge']","['case', 'guess', 'see', 'campus', 'lodge']",43,4,1,0,0,0
1190,ham,done,done,['done'],['done'],8,0,1,0,0,0
1191,ham,come home one last time wont anything trust,come home one last time wont anything trust,"['come', 'home', 'one', 'last', 'time', 'wont', 'anything', 'trust']","['come', 'home', 'one', 'last', 'time', 'wont', 'anything', 'trust']",68,4,2,1,0,0
1192,ham,night worrying appt shame missed girl night quiz popcorn hair,night worrying appt shame missed girls night quizzes popcorn hair,"['night', 'worrying', 'appt', 'shame', 'missed', 'girls', 'night', 'quizzes', 'popcorn', 'hair']","['night', 'worrying', 'appt', 'shame', 'missed', 'girl', 'night', 'quiz', 'popcorn', 'hair']",92,6,2,2,0,0
1193,spam,sex mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabecouk pic wk,sex mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabecouk pics wk,"['sex', 'mobile', 'free', 'sexy', 'pic', 'jordan', 'text', 'babe', 'every', 'wk', 'get', 'sexy', 'celeb', 'pocketbabecouk', 'pics', 'wk']","['sex', 'mobile', 'free', 'sexy', 'pic', 'jordan', 'text', 'babe', 'every', 'wk', 'get', 'sexy', 'celeb', 'pocketbabecouk', 'pic', 'wk']",136,11,1,3,0,0
1194,ham,c ya,c ya,"['c', 'ya']","['c', 'ya']",11,2,0,0,0,0
1195,spam,new voicemail please call,new voicemail please call,"['new', 'voicemail', 'please', 'call']","['new', 'voicemail', 'please', 'call']",38,3,0,1,0,0
1196,ham,matter mind saying matter,matter mind saying matter,"['matter', 'mind', 'saying', 'matter']","['matter', 'mind', 'saying', 'matter']",38,3,1,0,0,0
1197,ham,also know lunch menu da know,also knows lunch menu da know,"['also', 'knows', 'lunch', 'menu', 'da', 'know']","['also', 'know', 'lunch', 'menu', 'da', 'know']",47,2,2,1,1,0
1198,ham,al moan n e thin go wrong faultal de argument r faultfed himso bother hav go thanxxx,al moan n e thin goes wrong faultal de arguments r faultfed himso bother hav go thanxxx,"['al', 'moan', 'n', 'e', 'thin', 'goes', 'wrong', 'faultal', 'de', 'arguments', 'r', 'faultfed', 'himso', 'bother', 'hav', 'go', 'thanxxx']","['al', 'moan', 'n', 'e', 'thin', 'go', 'wrong', 'faultal', 'de', 'argument', 'r', 'faultfed', 'himso', 'bother', 'hav', 'go', 'thanxxx']",136,9,3,4,0,0
1199,ham,neft transaction reference number ltgt r ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,"['neft', 'transaction', 'reference', 'number', 'ltgt', 'rs', 'ltdecimalgt', 'credited', 'beneficiary', 'account', 'ltgt', 'lttimegt', 'ltgt']","['neft', 'transaction', 'reference', 'number', 'ltgt', 'r', 'ltdecimalgt', 'credited', 'beneficiary', 'account', 'ltgt', 'lttimegt', 'ltgt']",140,8,1,4,0,0
